time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-03-15T08:27:04.527Z,38.4109,-118.921,8.7,0.7,ml,5,167.23,0.364,0.0921,nn,nn00680044,2019-03-16T02:04:28.791Z,"28km WSW of Hawthorne, Nevada",earthquake,,42.1,0,1,reviewed,nn,nn
2019-03-15T08:23:49.443Z,61.0782,-149.5181,31.1,2.6,ml,,,,0.65,ak,ak0193eio6nm,2019-03-15T20:19:06.455Z,"26km SE of Anchorage, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-15T08:16:17.410Z,39.0408333,-110.9546667,17.01,2.08,ml,22,147,0.2091,0.21,uu,uu60316467,2019-03-15T17:20:27.270Z,"16km ESE of Ferron, Utah",earthquake,0.54,0.85,0.184,5,reviewed,uu,uu
2019-03-15T08:14:28.490Z,19.4233341,-154.8658295,0.05,1.71,md,45,216,0.05919,0.3,hv,hv70866137,2019-03-15T08:17:53.750Z,"7km SE of Leilani Estates, Hawaii",earthquake,1.26,0.31,0.11,12,automatic,hv,hv
2019-03-15T08:10:56.401Z,38.0735,-118.0764,4.5,0.8,ml,6,183.07,0.365,0.0657,nn,nn00680043,2019-03-16T02:04:27.342Z,"69km SE of Hawthorne, Nevada",earthquake,,11,0,1,reviewed,nn,nn
2019-03-15T08:01:37.030Z,69.4747,-144.8664,2.15,2.5,ml,,254,0.555,0.25,us,us1000jg98,2019-03-15T08:23:14.040Z,"87km SSW of Kaktovik, Alaska",earthquake,6.9,4.7,0.066,30,reviewed,us,us
2019-03-15T07:53:34.770Z,37.6328333,-118.923,5.47,1.57,md,23,79,0.01733,0.06,nc,nc73152261,2019-03-16T02:04:25.884Z,"5km E of Mammoth Lakes, CA",earthquake,0.28,0.32,0.229,21,reviewed,nc,nc
2019-03-15T07:53:28.470Z,36.1796667,-120.218,18.35,1.73,md,30,116,0.1474,0.06,nc,nc73152251,2019-03-15T21:39:03.658Z,"11km WSW of Huron, CA",earthquake,0.5,1.17,0.214,24,reviewed,nc,nc
2019-03-15T07:53:07.010Z,35.6763333,-84.2295,0.02,2.16,md,8,102,0.02656,0.43,se,se60078028,2019-03-15T13:30:57.450Z,"5km WNW of Greenback, Tennessee",earthquake,1.21,10.87,0.058,5,reviewed,se,se
2019-03-15T07:41:46.230Z,53.4706,161.2546,42.33,4.4,mb,,167,1.628,0.79,us,us1000jg94,2019-03-15T08:11:10.040Z,"180km ENE of Petropavlovsk-Kamchatskiy, Russia",earthquake,11,7.6,0.099,29,reviewed,us,us
2019-03-15T07:24:15.521Z,63.2579,-151.0271,0.4,2.2,ml,,,,1.1,ak,ak0193ei2w5b,2019-03-15T07:32:08.014Z,"105km W of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-03-15T07:19:43.190Z,38.8176667,-122.82,2.46,1.34,md,32,46,0.009635,0.05,nc,nc73152246,2019-03-15T19:45:04.828Z,"7km NW of The Geysers, CA",earthquake,0.16,0.29,0.256,8,reviewed,nc,nc
2019-03-15T07:13:35.110Z,38.8214989,-122.8479996,1.16,0.56,md,11,81,0.01777,0.04,nc,nc73152241,2019-03-15T09:11:03.104Z,"9km WNW of The Geysers, CA",earthquake,0.26,1.11,0.01,2,automatic,nc,nc
2019-03-15T07:10:15.637Z,63.2812,-151.0407,0.2,2.9,ml,,,,1.11,ak,ak0193ehzw6d,2019-03-15T08:20:26.040Z,"105km W of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-03-15T07:00:12.910Z,56.1001,-149.7647,19.93,4,mb,,144,2.246,0.66,us,us1000jg8s,2019-03-15T07:24:04.995Z,"247km SE of Kodiak, Alaska",earthquake,7.9,4.8,0.129,16,reviewed,us,us
2019-03-15T06:59:03.260Z,38.8346667,-111.381,0,1.76,md,7,145,0.06396,0.1,uu,uu60316462,2019-03-18T21:32:27.650Z,"35km SW of Ferron, Utah",earthquake,0.62,1.42,0.279,5,reviewed,uu,uu
2019-03-15T06:57:24.210Z,17.8785,-66.0118,10,1.88,md,6,260,0.1287,0.14,pr,pr2019074008,2019-03-15T07:37:22.211Z,"10km SSE of Arroyo, Puerto Rico",earthquake,1.01,0.65,0.5,6,reviewed,pr,pr
2019-03-15T06:44:12.180Z,46.6323333,-112.3366667,10.68,0.97,ml,9,148,0.116,0.14,mb,mb80337949,2019-03-15T14:32:58.490Z,"17km WNW of Helena West Side, Montana",earthquake,0.46,0.95,0.035,3,reviewed,mb,mb
2019-03-15T06:35:58.510Z,45.8606667,-111.3465,2.24,1.43,ml,11,89,0.304,0.21,mb,mb80337944,2019-03-15T14:39:37.510Z,"1km WNW of Manhattan, Montana",earthquake,0.81,5.68,0.058,4,reviewed,mb,mb
2019-03-15T06:35:05.216Z,63.2446,-151.1222,0,1.7,ml,,,,0.6,ak,ak0193ehjnet,2019-03-15T06:46:55.507Z,"110km W of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-03-15T06:31:32.180Z,38.6489,-118.268,8,-0.1,ml,4,253.67,0.2,0.1196,nn,nn00680041,2019-03-16T02:04:23.678Z,"33km ENE of Hawthorne, Nevada",earthquake,,30.9,0,1,reviewed,nn,nn
2019-03-15T06:25:46.790Z,39.0461667,-110.9481667,4.27,1.6,ml,14,115,0.2164,0.06,uu,uu60316457,2019-03-15T17:35:58.260Z,"16km ESE of Ferron, Utah",earthquake,0.33,3.97,0.152,3,reviewed,uu,uu
2019-03-15T06:22:05.000Z,35.6821667,-84.2343333,11.7,2.27,md,9,104,0.03147,0.33,se,se60261266,2019-03-15T12:48:48.370Z,"6km WNW of Greenback, Tennessee",earthquake,0.82,4.66,0.129,6,reviewed,se,se
2019-03-15T06:20:56.754Z,63.2619,-151.2591,0,1.7,ml,,,,0.84,ak,ak0193ehgovf,2019-03-15T06:26:29.745Z,"116km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-15T06:17:53.996Z,63.2489,-151.0108,0.1,2.3,ml,,,,1.15,ak,ak0193ehg1g8,2019-03-15T06:38:28.040Z,"104km W of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-03-15T06:17:24.910Z,35.7498333,-84.2766667,0.6,1.74,md,5,262,0.09965,0.42,se,se60078323,2019-03-18T15:34:10.840Z,"5km SSW of Lenoir City, Tennessee",earthquake,3.66,29.97,0.055,4,reviewed,se,se
2019-03-15T06:14:08.710Z,39.037,-110.9565,16.4,1.9,ml,15,158,0.2057,0.18,uu,uu60316452,2019-03-15T19:13:03.180Z,"16km ESE of Ferron, Utah",earthquake,0.59,0.95,0.143,4,reviewed,uu,uu
2019-03-15T06:08:51.620Z,39.0463333,-110.9478333,3.52,1.23,ml,11,156,0.2167,0.07,uu,uu60316447,2019-03-15T17:38:34.700Z,"16km ESE of Ferron, Utah",earthquake,0.42,31.61,0.128,3,reviewed,uu,uu
2019-03-15T06:04:36.483Z,63.2685,-151.1682,18.5,0.9,ml,,,,0.65,ak,ak0193ehd7uq,2019-03-15T19:04:04.568Z,"111km W of Cantwell, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2019-03-15T05:58:36.236Z,63.2693,-151.1094,7.8,3.9,ml,,,,0.9,ak,ak0193eh3cvg,2019-03-15T06:24:06.645Z,"105km W of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-03-15T05:46:52.280Z,35.7293333,-121.1145,7.81,1.07,md,24,90,0.1066,0.06,nc,nc73152231,2019-03-15T23:10:03.036Z,"12km NE of San Simeon, CA",earthquake,0.16,0.57,0.341,14,reviewed,nc,nc
2019-03-15T05:44:42.930Z,17.8781,-65.6665,9,1.89,md,5,315,0.3208,0.39,pr,pr2019074007,2019-03-15T06:57:39.566Z,"26km ESE of Emajagua, Puerto Rico",earthquake,2.22,1.53,0.24,5,reviewed,pr,pr
2019-03-15T05:26:23.510Z,39.0493333,-110.9511667,3.92,1.58,ml,13,154,0.2164,0.1,uu,uu60316442,2019-03-15T19:24:53.530Z,"16km ESE of Ferron, Utah",earthquake,0.48,4.95,0.148,3,reviewed,uu,uu
2019-03-15T05:24:47.620Z,46.9706666666667,-121.941166666667,12.45,0.62,ml,9,170,,0.1,uw,uw61514087,2019-03-15T17:15:09.010Z,"22km SSE of Buckley, Washington",earthquake,0.56,1.17,0.115034862498765,5,reviewed,uw,uw
2019-03-15T05:18:05.220Z,38.8105011,-122.8268356,1.79,0.68,md,8,92,0.01161,0.04,nc,nc73152226,2019-03-15T06:08:03.090Z,"7km WNW of The Geysers, CA",earthquake,0.39,0.94,0.12,2,automatic,nc,nc
2019-03-15T05:15:18.420Z,46.4664993286133,-119.355667114258,13.3999996185303,1.35000002,md,8,250,,0.319999993,uw,uw61514077,2019-03-15T05:16:56.150Z,"18km N of West Richland, Washington",earthquake,6.91,12.5799999,0.360000014,4,automatic,uw,uw
2019-03-15T05:10:59.258Z,38.2399,-118.2676,6.5,0,ml,5,249.07,0.169,0.1064,nn,nn00680039,2019-03-16T02:04:22.336Z,"44km SE of Hawthorne, Nevada",earthquake,,5.3,0,1,reviewed,nn,nn
2019-03-15T05:07:41.730Z,38.8251667,-122.856,2.11,1.29,md,37,65,0.002471,0.04,nc,nc73152216,2019-03-15T22:56:03.178Z,"10km WNW of The Geysers, CA",earthquake,0.13,0.22,0.181,7,reviewed,nc,nc
2019-03-15T05:03:50.080Z,-17.8571,-65.8913,358.34,6.3,mww,,23,2.65,1.04,us,us1000jg5z,2019-03-16T05:06:04.456Z,"28km S of Cliza, Bolivia",earthquake,7.8,6,0.051,37,reviewed,us,us
2019-03-15T05:00:17.520Z,38.8206667,-122.852,2.79,1.66,md,43,54,0.007853,0.07,nc,nc73152206,2019-03-16T01:03:03.732Z,"10km WNW of The Geysers, CA",earthquake,0.2,0.32,0.115,12,reviewed,nc,nc
2019-03-15T04:55:31.120Z,38.8255,-122.8541667,2.11,1.3,md,35,62,0.002939,0.05,nc,nc73152196,2019-03-15T23:49:03.292Z,"10km WNW of The Geysers, CA",earthquake,0.11,0.26,0.152,9,reviewed,nc,nc
2019-03-15T04:55:14.340Z,38.8231667,-122.8526667,2.41,0.88,md,29,62,0.005469,0.04,nc,nc73152201,2019-03-15T22:24:03.753Z,"10km WNW of The Geysers, CA",earthquake,0.19,0.3,0.16,4,reviewed,nc,nc
2019-03-15T04:51:14.470Z,37.2817,141.2089,35,4.4,mb,,98,0.674,1.19,us,us1000jg5w,2019-03-15T05:09:24.040Z,"29km SE of Namie, Japan",earthquake,3.9,2,0.179,9,reviewed,us,us
2019-03-15T04:48:20.700Z,36.004,-117.6815,3.72,0.59,ml,11,69,0.06141,0.12,ci,ci38269599,2019-03-15T16:35:22.358Z,"22km ENE of Little Lake, CA",earthquake,0.23,0.53,0.175,4,reviewed,ci,ci
2019-03-15T04:44:27.887Z,57.3568,-156.0602,91.9,2.5,ml,,,,0.55,ak,ak0193egewm9,2019-03-15T22:04:13.040Z,"126km W of Larsen Bay, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-03-15T04:43:25.610Z,46.8486666666667,-121.762166666667,0.4,0.64,ml,7,80,,0.05,uw,uw61514072,2019-03-15T17:42:41.670Z,"27km NNW of Packwood, Washington",earthquake,0.29,0.92,0.13054908920123,4,reviewed,uw,uw
2019-03-15T04:39:18.680Z,19.2511,-64.6213,78,3.12,md,6,341,1.6543,0.26,pr,pr2019074006,2019-03-15T22:00:17.040Z,"109km N of Road Town, British Virgin Islands",earthquake,7.99,14.95,0.35,6,reviewed,pr,pr
2019-03-15T04:35:06.757Z,64.6534,-149.3399,18.3,1.3,ml,,,,0.56,ak,ak0193egcxjd,2019-03-15T04:41:13.262Z,"13km NW of North Nenana, Alaska",earthquake,,0.1,,,automatic,ak,ak
2019-03-15T04:34:31.750Z,33.1945,-115.5995,2.65,1.68,ml,15,68,0.02172,0.21,ci,ci38269591,2019-03-15T14:11:27.165Z,"9km SW of Niland, CA",earthquake,0.35,0.34,0.077,3,reviewed,ci,ci
2019-03-15T04:34:07.220Z,19.765,-155.5408333,15.86,2.58,ml,64,77,0.0109,0.11,hv,hv70865917,2019-03-15T22:22:10.040Z,"31km SSE of Waimea, Hawaii",earthquake,0.28,0.56,0.19,30,reviewed,hv,hv
2019-03-15T04:32:58.390Z,38.8178333,-122.782,1.8,0.19,md,16,50,0.004682,0.04,nc,nc73152191,2019-03-15T21:51:04.562Z,"5km NNW of The Geysers, CA",earthquake,0.27,0.41,0.065,4,reviewed,nc,nc
2019-03-15T04:28:12.580Z,38.822834,-122.8079987,-0.2,0.8,md,12,71,0.01785,0.05,nc,nc73152186,2019-03-15T06:04:04.066Z,"7km NW of The Geysers, CA",earthquake,0.24,0.76,0.04,3,automatic,nc,nc
2019-03-15T04:07:44.315Z,59.646,-152.4889,70.1,1.5,ml,,,,0.44,ak,ak0193eg701w,2019-03-15T04:11:06.580Z,"39km WSW of Anchor Point, Alaska",earthquake,,2.3,,,automatic,ak,ak
2019-03-15T04:07:01.440Z,37.0763,-97.9839,5,2.3,mb_lg,,95,0.094,0.25,us,us1000jg5i,2019-03-19T00:31:53.640Z,"9km SSE of Anthony, Kansas",earthquake,1.4,1.8,0.128,16,reviewed,us,us
2019-03-15T03:56:59.030Z,69.5433,-144.4787,10,2.5,ml,,192,0.706,0.87,us,us1000jg5g,2019-03-15T04:39:23.040Z,"73km SSW of Kaktovik, Alaska",earthquake,4.7,2,0.05,52,reviewed,us,us
2019-03-15T03:47:22.700Z,38.7963333,-122.7901688,0.97,0.19,md,6,82,0.003608,0.05,nc,nc73152181,2019-03-15T04:14:02.458Z,"4km NW of The Geysers, CA",earthquake,0.58,0.76,0.13,2,automatic,nc,nc
2019-03-15T03:46:58.020Z,38.7941666,-122.7893295,0.97,0.55,md,9,95,0.00148,0.08,nc,nc73152176,2019-03-15T04:02:03.396Z,"3km WNW of The Geysers, CA",earthquake,0.39,0.59,0.27,3,automatic,nc,nc
2019-03-15T03:45:17.640Z,33.6306667,-116.6896667,13.93,0.76,ml,26,59,0.04037,0.1,ci,ci38269559,2019-03-15T15:36:20.588Z,"8km N of Anza, CA",earthquake,0.18,0.3,0.23,10,reviewed,ci,ci
2019-03-15T03:44:20.050Z,18.0276,-66.1908,10,1.14,md,3,158,0.1044,0.46,pr,pr2019074005,2019-03-15T06:57:15.582Z,"2km SE of La Plena, Puerto Rico",earthquake,6.62,7.2,0.51,3,reviewed,pr,pr
2019-03-15T03:34:33.270Z,18.266,-67.1043,30,2.15,md,3,288,0.0921,0.26,pr,pr2019074004,2019-03-15T06:57:04.814Z,"1km SE of Espino, Puerto Rico",earthquake,2.72,2.17,0.09,3,reviewed,pr,pr
2019-03-15T03:22:19.760Z,18.4818,-68.8081,105,2.61,md,13,126,0.4279,0.27,pr,pr2019074003,2019-03-16T01:00:13.040Z,"22km S of La Romana, Dominican Republic",earthquake,2.3,1.76,0.21,13,reviewed,pr,pr
2019-03-15T03:19:42.263Z,64.9593,-149.1716,34.5,1.1,ml,,,,0.81,ak,ak0193efo5a0,2019-03-15T03:24:06.817Z,"42km N of North Nenana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-03-15T03:16:46.710Z,33.7323333,-116.8041667,15.79,0.89,ml,28,103,0.07793,0.18,ci,ci38269535,2019-03-15T13:35:42.045Z,"8km W of Idyllwild, CA",earthquake,0.39,0.55,0.247,28,reviewed,ci,ci
2019-03-15T03:16:43.090Z,19.4716663,-155.9071655,8.22,1.8,md,20,248,0.0187,0.16,hv,hv70865842,2019-03-15T03:20:02.290Z,"3km SSE of Captain Cook, Hawaii",earthquake,0.93,0.54,0.41,4,automatic,hv,hv
2019-03-15T03:14:52.670Z,38.8496667,-111.4235,1.62,1.7,md,5,139,0.06957,0.12,uu,uu60316432,2019-03-15T21:43:51.810Z,"36km SW of Ferron, Utah",earthquake,0.8,9.73,0.385,5,reviewed,uu,uu
2019-03-15T03:13:46.819Z,63.2433,-150.0669,101.9,1.2,ml,,,,0.38,ak,ak0193efmucs,2019-03-15T18:30:44.260Z,"58km WSW of Cantwell, Alaska",earthquake,,1,,,reviewed,ak,ak
2019-03-15T03:11:51.260Z,33.7101667,-116.8098333,15.16,0.95,ml,32,82,0.07975,0.2,ci,ci38269519,2019-03-15T13:36:00.372Z,"9km ESE of Valle Vista, CA",earthquake,0.46,0.59,0.204,25,reviewed,ci,ci
2019-03-15T03:09:48.180Z,33.5071667,-116.7721667,2.49,0.63,ml,21,64,0.02411,0.18,ci,ci38269511,2019-03-15T13:36:16.267Z,"11km WSW of Anza, CA",earthquake,0.24,0.31,0.126,15,reviewed,ci,ci
2019-03-15T02:57:48.720Z,39.0421667,-110.9445,1.14,1.49,ml,13,116,0.2163,0.1,uu,uu60316427,2019-03-15T17:32:20.210Z,"17km ESE of Ferron, Utah",earthquake,0.35,1.6,0.128,3,reviewed,uu,uu
2019-03-15T02:51:47.180Z,39.0456667,-110.9476667,2.52,1.24,ml,11,156,0.2164,0.06,uu,uu60316417,2019-03-15T17:29:12.910Z,"16km ESE of Ferron, Utah",earthquake,0.35,31.61,0.118,3,reviewed,uu,uu
2019-03-15T02:38:24.670Z,38.8268318,-122.8311691,2.46,0.81,md,10,90,0.004781,0.03,nc,nc73152171,2019-03-15T02:54:03.010Z,"8km NW of The Geysers, CA",earthquake,0.46,1,0.25,2,automatic,nc,nc
2019-03-15T02:24:27.137Z,57.6644,-155.9213,0,2.3,ml,,,,1.03,ak,ak0193ef3r15,2019-03-15T02:29:35.357Z,"116km W of Larsen Bay, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-03-15T02:09:51.230Z,36.7264,-116.3197,6.5,-0.1,ml,8,268.44,0.086,0.0949,nn,nn00680027,2019-03-16T02:04:16.235Z,"44km ESE of Beatty, Nevada",earthquake,,3.4,0.02,2,reviewed,nn,nn
2019-03-15T02:04:02.629Z,63.212,-151.1198,0,1.7,ml,,,,0.8,ak,ak0193eezete,2019-03-15T02:08:10.204Z,"110km W of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-03-15T01:59:38.704Z,63.2527,-151.1984,0,2.1,ml,,,,0.89,ak,ak0193eepudi,2019-03-15T02:03:18.403Z,"113km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-15T01:56:02.160Z,37.2953,-97.9225,5,2.2,mb_lg,,151,0.06,0.27,us,us1000jg4k,2019-03-15T02:44:12.340Z,"9km E of Harper, Kansas",earthquake,1.1,1.4,0.147,12,reviewed,us,us
2019-03-15T01:55:10.090Z,44.714,-110.508,1.76,1.1,ml,9,188,0.002986,0.15,uu,uu60316412,2019-03-15T21:41:16.290Z,"37km NE of Old Faithful Geyser, Wyoming",earthquake,2.02,0.31,0.261,2,reviewed,uu,uu
2019-03-15T01:53:11.270Z,34.6233333,-116.5723333,7.61,1.75,ml,20,50,0.04754,0.12,ci,ci38269471,2019-03-15T13:36:33.498Z,"39km WSW of Ludlow, CA",earthquake,0.22,1.11,0.159,28,reviewed,ci,ci
2019-03-15T01:47:37.610Z,33.4986667,-116.7648333,7.28,0.82,ml,22,84,0.07042,0.14,ci,ci38269463,2019-03-15T13:36:36.304Z,"10km SW of Anza, CA",earthquake,0.29,0.72,0.143,10,reviewed,ci,ci
2019-03-15T01:46:53.810Z,34.623,-116.5701667,7.23,1.5,ml,15,74,0.0493,0.3,ci,ci37210316,2019-03-15T14:04:35.192Z,"39km WSW of Ludlow, CA",earthquake,0.53,1.35,0.084,10,reviewed,ci,ci
2019-03-15T01:46:40.420Z,34.6223333,-116.5678333,7.35,2.15,ml,43,53,0.05133,0.15,ci,ci38269455,2019-03-15T13:53:29.809Z,"39km WSW of Ludlow, CA",earthquake,0.14,0.63,0.149,79,reviewed,ci,ci
2019-03-15T01:42:08.824Z,59.5643,-152.9204,89.1,3.4,ml,,,,0.68,ak,ak0193eem4u6,2019-03-15T02:00:10.040Z,"65km WSW of Anchor Point, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-03-15T01:22:54.410Z,44.7121667,-110.5105,1.84,1.26,ml,5,160,0.0009591,0.18,uu,uu60316407,2019-03-15T21:37:06.690Z,"37km NE of Old Faithful Geyser, Wyoming",earthquake,2.84,0.53,0.234,2,reviewed,uu,uu
2019-03-15T01:21:50.460Z,18.7515,-66.7186,79,2.78,md,4,321,0.4064,0.43,pr,pr2019074002,2019-03-15T08:51:19.846Z,"30km N of Arecibo, Puerto Rico",earthquake,5.99,4.51,0.14,4,reviewed,pr,pr
2019-03-15T01:14:49.600Z,19.0841,-66.8153,35,2.9,md,10,290,0.6839,0.53,pr,pr2019074001,2019-03-15T04:37:23.360Z,"66km N of Hatillo, Puerto Rico",earthquake,2.69,13.4,0.21,9,reviewed,pr,pr
2019-03-15T01:13:24.350Z,36.2908,-98.1895,5,2.5,mb_lg,,58,0.27,0.15,us,us1000jg45,2019-03-17T05:20:37.965Z,"22km NNE of Okeene, Oklahoma",earthquake,1.1,1.7,0.076,45,reviewed,us,us
2019-03-15T01:01:36.320Z,39.4073333,-110.3098333,-1.5,1.58,ml,9,198,0.0205,0.08,uu,uu60316397,2019-03-15T21:35:00.980Z,"18km SSE of East Carbon City, Utah",earthquake,1.18,0.64,0.051,2,reviewed,uu,uu
2019-03-15T00:41:58.920Z,19.0566,-67.8023,101,3.12,md,3,228,1.258,0.11,pr,pr2019074000,2019-03-15T04:52:20.040Z,"113km NE of Punta Cana, Dominican Republic",earthquake,4.43,4.84,0.29,3,reviewed,pr,pr
2019-03-15T00:37:39.424Z,65.4889,-153.2556,13.6,2.1,ml,,,,1.07,ak,ak0193edzp2o,2019-03-15T00:44:40.050Z,"65km WNW of Tanana, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-03-15T00:30:01.940Z,-9.8039,124.7565,62.76,4.5,mb,,59,0.484,0.95,us,us1000jg3m,2019-03-15T01:53:55.040Z,"27km SE of Neob, Indonesia",earthquake,7,5.3,0.108,25,reviewed,us,us
2019-03-15T00:27:20.020Z,33.5091667,-116.769,2.61,0.75,ml,25,35,0.02639,0.1,ci,ci38269423,2019-03-15T00:39:20.821Z,"10km WSW of Anza, CA",earthquake,0.15,0.18,0.117,16,reviewed,ci,ci
2019-03-15T00:23:14.181Z,40.5806,-119.5139,1.1,0.7,ml,4,311.12,0.679,0.1193,nn,nn00680025,2019-03-16T02:04:11.313Z,"11km W of Gerlach-Empire, Nevada",earthquake,,20.2,0,1,reviewed,nn,nn
2019-03-15T00:17:17.220Z,39.05,-110.9505,3.24,1.18,ml,9,154,0.2172,0.05,uu,uu60316392,2019-03-15T21:30:21.510Z,"16km ESE of Ferron, Utah",earthquake,0.4,31.61,0.141,3,reviewed,uu,uu
2019-03-15T00:10:24.140Z,33.5085,-116.7695,2.56,0.72,ml,22,37,0.02606,0.11,ci,ci38269407,2019-03-15T00:35:00.726Z,"10km WSW of Anza, CA",earthquake,0.14,0.17,0.082,18,reviewed,ci,ci
2019-03-15T00:07:31.580Z,62.6075,-150.4706,72.3,1.7,ml,,,,0.6,ak,ak0193edt90a,2019-03-15T00:12:13.244Z,"36km NNW of Talkeetna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-03-15T00:06:28.900Z,37.3201,-97.9218,3.36,2.3,mb_lg,,76,0.064,1.13,us,us1000jg31,2019-03-16T22:12:26.779Z,"9km ENE of Harper, Kansas",earthquake,1.9,2.4,0.111,21,reviewed,us,us
2019-03-14T23:53:45.060Z,39.0493333,-110.9478333,6.03,1.56,ml,13,155,0.2184,0.14,uu,uu60316387,2019-03-15T21:26:43.470Z,"16km ESE of Ferron, Utah",earthquake,0.59,3.88,0.157,3,reviewed,uu,uu
2019-03-14T23:45:11.510Z,44.3101666666667,-120.84,-1.4,2.26,ml,7,283,,0.22,uw,uw61514067,2019-03-15T17:56:16.960Z,"1km NNW of Prineville, Oregon",explosion,3.22,31.61,0.0857288065731407,7,reviewed,uw,uw
2019-03-14T23:44:36.370Z,35.9786667,-120.5631667,3.89,0.44,md,12,246,0.03546,0.02,nc,nc73152156,2019-03-15T22:13:02.690Z,"15km NW of Parkfield, CA",earthquake,0.56,0.74,0.143,7,reviewed,nc,nc
2019-03-14T23:34:22.610Z,38.7783333,-122.745,0.1,1.35,md,38,56,0.008112,0.1,nc,nc73152146,2019-03-16T01:14:02.794Z,"1km E of The Geysers, CA",earthquake,0.18,0.35,0.224,11,reviewed,nc,nc
2019-03-14T23:29:20.503Z,38.5682,-118.532,7.9,0.5,ml,4,191.02,0.061,0.1247,nn,nn00679996,2019-03-14T23:44:59.236Z,"9km ENE of Hawthorne, Nevada",earthquake,,5.7,0,1,reviewed,nn,nn
2019-03-14T23:26:39.766Z,64.9821,-147.3716,0.6,1.4,ml,,,,0.61,ak,ak0193d42yne,2019-03-14T23:36:45.727Z,"21km NNE of Badger, Alaska",explosion,,0.5,,,automatic,ak,ak
2019-03-14T23:21:32.760Z,37.9298333,-90.26,7.62,2.16,md,17,80,0.1418,0.17,nm,nm60078023,2019-03-19T16:33:36.511Z,"20km WSW of Sainte Genevieve, Missouri",earthquake,0.41,2.03,0.08,6,reviewed,nm,nm
2019-03-14T23:18:14.940Z,36.0078333,-117.8058333,1.55,0.88,ml,10,71,0.03718,0.05,ci,ci38269391,2019-03-15T20:50:05.834Z,"12km NE of Little Lake, CA",earthquake,0.12,0.17,0.06,5,reviewed,ci,ci
2019-03-14T23:18:06.640Z,37.6726667,-118.9431667,1.23,0.27,md,17,89,0.00714,0.04,nc,nc73152141,2019-03-15T17:17:02.951Z,"5km NE of Mammoth Lakes, CA",earthquake,0.22,0.23,0.203,17,reviewed,nc,nc
2019-03-14T23:16:49.710Z,38.8305016,-122.8088303,1.65,0.45,md,16,86,0.01646,0.04,nc,nc73152136,2019-03-14T23:18:25.600Z,"8km NW of The Geysers, CA",earthquake,0.27,0.5,0.11,4,automatic,nc,nc
2019-03-14T23:14:51.650Z,38.793335,-122.7835007,1.59,0.43,md,9,142,0.003455,0.03,nc,nc73152131,2019-03-14T23:16:25.669Z,"3km NW of The Geysers, CA",earthquake,0.46,0.66,0.12,2,automatic,nc,nc
2019-03-14T23:10:47.140Z,51.3892,-178.5457,61.73,3.8,mb,,268,0.398,0.97,us,us1000jg2h,2019-03-15T01:48:35.040Z,"41km ENE of Amatignak Island, Alaska",earthquake,8,12.8,0.169,9,reviewed,us,us
2019-03-14T23:07:43.160Z,19.3091667,-155.209,5.84,0.79,md,16,101,0.03147,0.06,hv,hv70865437,2019-03-15T00:30:55.060Z,"13km SSE of Volcano, Hawaii",earthquake,0.39,1.11,0.048,8,reviewed,hv,hv
2019-03-14T23:02:47.890Z,9.6451,126.2397,44.57,4.6,mb,,110,2.641,0.65,us,us1000jg21,2019-03-15T01:47:23.040Z,"17km SSE of General Luna, Philippines",earthquake,5.8,7.9,0.074,55,reviewed,us,us
2019-03-14T23:02:28.950Z,38.7938347,-122.783165,1.76,0.43,md,11,90,0.003772,0.04,nc,nc73152126,2019-03-14T23:04:05.641Z,"3km NW of The Geysers, CA",earthquake,0.31,0.65,0.12,2,automatic,nc,nc
2019-03-14T22:57:34.060Z,19.4058342,-155.2814941,0,1.7,md,18,39,0.01202,0.09,hv,hv70865412,2019-03-14T23:00:47.370Z,"5km WSW of Volcano, Hawaii",earthquake,0.13,0.21,0.39,15,automatic,hv,hv
2019-03-14T22:57:28.950Z,38.7938347,-122.7868347,1.32,0.86,md,9,130,0.00107,0.03,nc,nc73152121,2019-03-14T23:50:02.989Z,"3km NW of The Geysers, CA",earthquake,0.33,0.73,0.03,2,automatic,nc,nc
